image,labels
80ce88a60dfc33fb.jpg,frog_eye_leaf_spot
80cf78c9370bf22e.jpg,scab
80d32f977a83d0ea.jpg,complex
80d3d90ae89717fc.jpg,scab
80d5d5567d2a2aab.jpg,frog_eye_leaf_spot
80d72f999a956d86.jpg,healthy
80da389dc24f393f.jpg,rust
80dcc12cc917ef5d.jpg,healthy
80dd5ee13c50b78d.jpg,scab
80df68fa0c30fd95.jpg,complex
80e0699f1d1b373d.jpg,rust
80e0754ad0ef1f1f.jpg,rust
80e2c3d2afc9782f.jpg,healthy
80e39e21c97a3f87.jpg,scab
80e72f5c4dfc58e0.jpg,scab
80eb625c157374f5.jpg,frog_eye_leaf_spot
80eb96948bd68f9a.jpg,healthy
80ebf6c08f87413f.jpg,scab
80ee3116d267bae3.jpg,complex
80efccd95ab1256c.jpg,powdery_mildew
80f4549ce81eefe1.jpg,healthy
80fac59d5be8a0e5.jpg,complex
80fe30e308cf2f9d.jpg,scab frog_eye_leaf_spot
80ff66cd84241ef6.jpg,scab
811598a55ef8297f.jpg,healthy
8116dfcc0ccf6636.jpg,frog_eye_leaf_spot complex
811b2bd335e9cb16.jpg,healthy
811f8189e9cb2bfa.jpg,scab
8125cbde3f2181d7.jpg,healthy
812b87c3326c97bb.jpg,rust
812e97758e92c9b6.jpg,frog_eye_leaf_spot
813d9f9036df9688.jpg,frog_eye_leaf_spot
813fcb087e9b32e2.jpg,scab
81405ffffafcc020.jpg,scab
81472f8f6acad7c0.jpg,frog_eye_leaf_spot
81473fd07c97c433.jpg,scab
8152cfbd5a28b5d2.jpg,rust
8158a7b8c3b16a77.jpg,powdery_mildew
815e75d0d82f0fca.jpg,powdery_mildew
8161733dfc3c1c65.jpg,rust
816d69d2153fe84b.jpg,healthy
816d8555e2b45e37.jpg,scab
816f6df104967aaa.jpg,frog_eye_leaf_spot
81711f836c3e2d2f.jpg,frog_eye_leaf_spot
817127c56f87c3c5.jpg,frog_eye_leaf_spot
817c36d1603f75b2.jpg,complex
817c6e35291fa11f.jpg,frog_eye_leaf_spot
817f9181f93ef288.jpg,scab
8181321fe6f2cf27.jpg,frog_eye_leaf_spot
8182cdbe52686ebd.jpg,scab frog_eye_leaf_spot complex
8185e94b5a4b5f0f.jpg,scab
8186c8fe2a1f3b39.jpg,healthy
818789d9d752247f.jpg,scab frog_eye_leaf_spot
8187ff5f8d687022.jpg,frog_eye_leaf_spot
81935a3879e1f68e.jpg,healthy
8193ea38ede4e586.jpg,scab frog_eye_leaf_spot
819a69e3eb4e1b4c.jpg,rust
819c8fd2754f526c.jpg,healthy
819ccb788637f0d3.jpg,scab
819e2f789d61e1cc.jpg,scab
819e38358d32cf2f.jpg,healthy
819f1fa0e0a1f774.jpg,scab frog_eye_leaf_spot
81a4b61d186f2dd7.jpg,rust
81a54bd49ac7fa4a.jpg,scab
81a631b35d2730fb.jpg,complex
81a8f5d54427c87f.jpg,scab
81aa353e9416cafe.jpg,scab
81aba2e1c0f7fce0.jpg,scab frog_eye_leaf_spot
81b17182cf9327db.jpg,scab
81b331e1c1720fdf.jpg,healthy
81b3f17d0c24ff03.jpg,healthy
81b4639b9c72790f.jpg,rust
81b52bcb5295bb68.jpg,scab
81b61a9974673bcc.jpg,healthy
81b637c03de1f899.jpg,healthy
81b74d197aec78d0.jpg,frog_eye_leaf_spot
81be3593928bb798.jpg,frog_eye_leaf_spot
81be67b578246ba8.jpg,powdery_mildew
81c0edfce2eab701.jpg,frog_eye_leaf_spot
81c36e378473c93e.jpg,powdery_mildew
81c56385cf38df19.jpg,scab
81c591c9a78d9d37.jpg,scab
81c6cacef9340f35.jpg,healthy
81c6cfc6c8dc9ad8.jpg,healthy
81c8d2be1abfaa92.jpg,frog_eye_leaf_spot
81c97e70bcc6f183.jpg,frog_eye_leaf_spot
81c97ef498cc87c3.jpg,rust
81cb3d2572b29b99.jpg,healthy
81cd67e6c9c1a8bc.jpg,scab
81cf7d7854071753.jpg,healthy
81d0d0c77d4762cf.jpg,rust
81d291cad9657d35.jpg,healthy
81d29ad1ad3ce4e6.jpg,scab
81d2e185de0e9ece.jpg,frog_eye_leaf_spot
81d5c3709f4e314f.jpg,rust
81db34cf107ccbf0.jpg,scab
81dd8ff118a370c7.jpg,rust
81e13ecde4a6f22a.jpg,scab
81e18321dff63cd4.jpg,scab
81e4379a04d37c9f.jpg,scab
81e73b75d30306e9.jpg,frog_eye_leaf_spot
81ea6b2592e69697.jpg,healthy
81ebc695c197b469.jpg,frog_eye_leaf_spot
81eda1e9398373d2.jpg,frog_eye_leaf_spot
81ef1bc2e12da36a.jpg,scab frog_eye_leaf_spot complex
81f43097df3940d7.jpg,powdery_mildew
81f497994a696f16.jpg,scab frog_eye_leaf_spot
81f5730f2b1c3731.jpg,rust
81f86f0ff43c86d0.jpg,frog_eye_leaf_spot
81f89d8d209f3f16.jpg,scab
81f93115d0deb6a3.jpg,healthy
81fd7a861aedb380.jpg,powdery_mildew
81fe9bd11e09d5c1.jpg,scab
820f7781cf9be851.jpg,scab
82157fc7bc832cca.jpg,frog_eye_leaf_spot
8219aa662e8fd59d.jpg,rust
821e4129b4a67fb7.jpg,frog_eye_leaf_spot
821f2e1fbf286827.jpg,rust
822b8eb73a27e8cc.jpg,frog_eye_leaf_spot
82446fe37dd1558a.jpg,scab
82493fc17237a975.jpg,frog_eye_leaf_spot
825a65d0f1f523ea.jpg,scab
826c96e83790799f.jpg,healthy
8277c79e9c9ab803.jpg,rust
827b7443a69cd9a9.jpg,frog_eye_leaf_spot
8282c0bddf3ecd4a.jpg,healthy
828397cdda6d5e24.jpg,scab
828535ca4b7e2ed6.jpg,scab
8285d6a74e973f12.jpg,scab
828d2f4a91754ddb.jpg,powdery_mildew
828fc0dc4fe230f7.jpg,healthy
8290c34dad175f3b.jpg,healthy
82923f3ad03ab4f6.jpg,complex
82924e6acf2a47ed.jpg,frog_eye_leaf_spot
8292796ae6c666e5.jpg,powdery_mildew
82964c6d5a54b35f.jpg,scab
82977b4abd5b602a.jpg,frog_eye_leaf_spot
829a171f2d71c3e5.jpg,powdery_mildew
82a51a4b035f35fe.jpg,rust
82aa784781369ff5.jpg,scab
82ac2520151ffb7f.jpg,healthy
82ad04966efe689d.jpg,scab frog_eye_leaf_spot
82ae4a185ebdf14b.jpg,scab
82ae73f0d9511c97.jpg,scab
82b190dddbdb882d.jpg,powdery_mildew
82b4b4c47c2e92bf.jpg,complex
82b632b2d96b496e.jpg,healthy
82ba3e933947b097.jpg,rust complex
82bbf6da10e42d2d.jpg,scab
82bc7fc83f52e448.jpg,scab
82c13fd0b41f78f8.jpg,powdery_mildew
82c232bae9b36ccd.jpg,powdery_mildew
82c4ac38f86a3d7e.jpg,scab
82c68b8f671a9ed2.jpg,complex
82c8749539643fee.jpg,complex
82c9939dd9c3e549.jpg,healthy
82cf0fc4458cfd78.jpg,scab
82d1f812afcbda13.jpg,powdery_mildew
82d2b5c148cd6aef.jpg,frog_eye_leaf_spot
82db97c102e8cf9d.jpg,healthy
82e72ec6feccc288.jpg,scab
82e7979718e961a5.jpg,powdery_mildew
82ea0cf1e50f7a8b.jpg,frog_eye_leaf_spot
82ec9b372f852f18.jpg,healthy
82ed3df137424aa6.jpg,powdery_mildew
82ee15ccbc7470cb.jpg,healthy
82f827917eb230db.jpg,scab
82fb3ecab8e0b08d.jpg,complex
82fbc0aac897d785.jpg,scab
82fce728ce7078b1.jpg,frog_eye_leaf_spot
82ff47b955d07490.jpg,scab
83099a75b92a72af.jpg,healthy
830f26cc6d3cd13e.jpg,rust
831436bf0e15e5e9.jpg,frog_eye_leaf_spot
831a34829dce73f3.jpg,powdery_mildew
831b6f89dba6130e.jpg,scab
83252f94f4d1d58d.jpg,frog_eye_leaf_spot
832d2ee485c5ff11.jpg,frog_eye_leaf_spot
832f7e641ec74474.jpg,frog_eye_leaf_spot
8331a17fb86a156b.jpg,scab
833857d06e6991f6.jpg,healthy
8338c71c78437ee5.jpg,powdery_mildew
833c97cd34eb4526.jpg,healthy
833caa43cd6a56b6.jpg,complex
833cad8178db251f.jpg,healthy
83427bb785643e99.jpg,rust
8343cf687cef0706.jpg,scab
83617ea4e8cee8ac.jpg,scab
8362b3c58f996c65.jpg,scab
8362d12d4ddc387d.jpg,healthy
836c9a5fe41de431.jpg,healthy
83705953c74517d7.jpg,rust
8374250d6fb1966b.jpg,healthy
8374753cc03d5a8f.jpg,powdery_mildew
8376c2577ea0627a.jpg,scab
837bf495000ef75c.jpg,healthy
837d3fe13082c3dc.jpg,frog_eye_leaf_spot
838183cd39b95b7a.jpg,scab
8381c319657dfb68.jpg,rust
8382e784dfe6c836.jpg,complex
838397476a6b323d.jpg,rust
838667499f317267.jpg,healthy
838f3e695270d5b2.jpg,scab
838f710fe0b06db6.jpg,scab
838ff0f823db32c8.jpg,frog_eye_leaf_spot
83907e6890bc6f79.jpg,frog_eye_leaf_spot
83923a75e5c70e2e.jpg,healthy
8398363f163eda0e.jpg,frog_eye_leaf_spot
839883f0d5917eea.jpg,healthy
839b6a7a21adaf14.jpg,frog_eye_leaf_spot
839b918b7ced00fc.jpg,healthy
839c2fcaf4c1668b.jpg,healthy
839d6e94c94d3659.jpg,rust
839e978ed69e7808.jpg,frog_eye_leaf_spot
839f36383b70463e.jpg,healthy
83a2d8f5cbe2896a.jpg,frog_eye_leaf_spot complex
83a65ed1d28e9d83.jpg,healthy
83a75e2de0cb984b.jpg,rust
83a927ade483e3e4.jpg,scab
83a93e4f7132fc11.jpg,powdery_mildew
83aaebb5e1d541c8.jpg,scab
83ac2ccacb0fd2b9.jpg,powdery_mildew
83adbb852cf30c36.jpg,scab
83b125f6948bf61c.jpg,frog_eye_leaf_spot
83b4bc9ed54b5251.jpg,frog_eye_leaf_spot
83b51f60f8c5f8c2.jpg,scab
83b8d8fa6d0b3683.jpg,frog_eye_leaf_spot
83c0dc1f0528febb.jpg,complex
83c12a8da497ef33.jpg,powdery_mildew
83c2939deb266572.jpg,rust
83c33e1d37c8b748.jpg,complex
83c96bced4dc21a9.jpg,frog_eye_leaf_spot
83cb786861cf9734.jpg,frog_eye_leaf_spot
83cbdf3a6cd03606.jpg,healthy
83cbdfdcc82c3c30.jpg,healthy
83d0cf2310be1ff1.jpg,scab
83d867d86f14c62b.jpg,powdery_mildew
83df7436c33b1b20.jpg,complex
83e277c32b81b91e.jpg,complex
83e3d2369933c5d2.jpg,scab
83e534c523eebab0.jpg,healthy
83e55783c61d993a.jpg,scab
83e7f58c947c4728.jpg,frog_eye_leaf_spot
83e9129f948c5de5.jpg,complex
83f00b3aafcab28b.jpg,powdery_mildew
83f01fde2f56a250.jpg,complex
83f03e8bcb5a483d.jpg,scab
83f4fc89de90da41.jpg,frog_eye_leaf_spot
83f7381b7cace01c.jpg,healthy
83fc76a134125e76.jpg,complex
83fc881f7353f026.jpg,healthy
841435249ddb7377.jpg,powdery_mildew
841fc1c0cf7e28de.jpg,scab
842d4a1ef21af667.jpg,frog_eye_leaf_spot
84329a65b5ee78f0.jpg,rust
8437f01fd3d20f26.jpg,rust
844295be3789c6bb.jpg,healthy
84586bc95bd8cecc.jpg,healthy
845b4ea19d3259bd.jpg,complex
845d964d9f69b149.jpg,scab
845e6e3b919ed660.jpg,healthy
84633e4af84bbc17.jpg,scab
846b3e706ba6698e.jpg,scab
8470b79e4a5acb2b.jpg,scab
84716ec589edc9b4.jpg,healthy
8476bd24bd4b89a5.jpg,healthy
8479c9d2c8f1d55c.jpg,frog_eye_leaf_spot
847b34450db547d7.jpg,scab
847f15c0fa187aab.jpg,scab
84817f0f10de57f8.jpg,scab
84846d9648c3f77d.jpg,healthy
848671b6d92b75a6.jpg,scab
84877bc0c93f68a7.jpg,powdery_mildew
84891f984b87b7f8.jpg,healthy
848a5a93c3f9696d.jpg,scab frog_eye_leaf_spot
848ccd9333e74d59.jpg,complex
848d9f9e82d18e5e.jpg,rust
848e3ebfc16fc844.jpg,frog_eye_leaf_spot
8490712d5f8fbb23.jpg,healthy
84913686ab8baf6b.jpg,scab
84959ed96ee96c60.jpg,scab
8495b68d84e952bf.jpg,scab
849780fbfb4b2d41.jpg,complex
849a8d127bfaeb21.jpg,rust
849aef6643cd3668.jpg,powdery_mildew
849da6a19e69ec55.jpg,healthy
84abc24a09d5bdf9.jpg,scab
84acd56eeda13c8a.jpg,scab frog_eye_leaf_spot
84bbf6dac5a0351a.jpg,healthy
84bc16a55aaaa9f5.jpg,complex
84bc36cccfa42b6a.jpg,powdery_mildew complex
84bc669d3fd30391.jpg,frog_eye_leaf_spot
84bd3ec03579f183.jpg,scab
84c0cf8a79d77b84.jpg,healthy
84c0d4d517ff6265.jpg,scab
84c2a353dbf8e84d.jpg,scab frog_eye_leaf_spot
84c3f037e53e66a1.jpg,rust
84c4bed2caec5798.jpg,scab
84c93d0fd4bdab30.jpg,rust
84cb3a362cced993.jpg,healthy
84cb7825f135371d.jpg,frog_eye_leaf_spot
84cd4a68b6b6ec8d.jpg,healthy
84cf85c24f2b4b3d.jpg,scab
84cf8c8fd5978b81.jpg,healthy
84d0cf1338647bb7.jpg,healthy
84d13582f48faa9f.jpg,scab
84d36a4db60d7653.jpg,scab
84d3d28b4f45ec6c.jpg,scab
84d40fd9cf1819cf.jpg,powdery_mildew
84d4797155b69a8b.jpg,scab
84da4422ffc73b62.jpg,scab
84da779c55665c31.jpg,powdery_mildew
84dbe99149b16937.jpg,complex
84e18e9f9d130bf1.jpg,scab
84e1f89f9458ec6a.jpg,scab
84e237b83d4f7603.jpg,scab
84e59b911be64c6e.jpg,powdery_mildew
84e8bcb5451d8f63.jpg,healthy
84eb76e5ba1e3124.jpg,complex
84ed2c342dfd4b0b.jpg,frog_eye_leaf_spot
84eea29c8198ed7d.jpg,scab
84eeda34c7b05d89.jpg,complex
84efc0807fee703a.jpg,healthy
84f07e8787879785.jpg,complex
84f08e4320ecfbe7.jpg,healthy
84f0c8e17cb707dc.jpg,healthy
84f26d8b126fe3a8.jpg,healthy
84f2e6485b0f5b5a.jpg,healthy
84f3b7d6d304847c.jpg,healthy
84f60a857fb26bc1.jpg,healthy
84f81ac3c5ed6566.jpg,healthy
84f84709d2bd95d6.jpg,scab
850367cf187768d6.jpg,rust
850742dfea4df42a.jpg,scab
850f2d292dacdf64.jpg,frog_eye_leaf_spot
850fc6c134777339.jpg,powdery_mildew complex
8516724aa1d5fb55.jpg,complex
851a8338f80fe6eb.jpg,healthy
851aa29da98f734b.jpg,healthy
851acda42bb3691f.jpg,scab frog_eye_leaf_spot
851ad71e79a52a17.jpg,scab
852979c129dde25d.jpg,frog_eye_leaf_spot
852b3dcb856652d5.jpg,healthy
852f58ed44ad6a55.jpg,scab
853067b3ec9c52ae.jpg,scab frog_eye_leaf_spot
853275bbd0cd312d.jpg,healthy
8534c6d01eed7ca3.jpg,scab
853a4ab54c6db4cb.jpg,frog_eye_leaf_spot
853bc7608670ceed.jpg,scab
853fb699a1810dbb.jpg,healthy
8541eaf0b42cdbe6.jpg,rust
854abb09cc55978f.jpg,powdery_mildew
854b9969503d1f1f.jpg,healthy
854bbae391611b73.jpg,complex
854d79c3a9a9c5ac.jpg,healthy
85517e75c3b21ea4.jpg,complex
8554353dd6961cb5.jpg,scab
85572bd46852a577.jpg,powdery_mildew
855a64cb76c55674.jpg,frog_eye_leaf_spot
85613ea3387e9696.jpg,scab
856247c56f18bfa1.jpg,scab
85627f54c22dd66a.jpg,complex
8566d38ac2f03acf.jpg,scab
85699a37ed10275e.jpg,scab
856b83aac7afa544.jpg,scab
8571c372cab0c5bd.jpg,complex
8572eb8d1225c33f.jpg,rust
8573a5c2722e67b4.jpg,scab frog_eye_leaf_spot complex
85746b8835eb4ad9.jpg,rust
85796f16e00653f5.jpg,healthy
857ee07d54003fd6.jpg,frog_eye_leaf_spot
8582d49d5a3967cd.jpg,scab
8583ce51ce6363c7.jpg,frog_eye_leaf_spot
858539cb724fa8b6.jpg,rust
8585704f5178cf9b.jpg,healthy
8586356ed67cde08.jpg,frog_eye_leaf_spot
858ade6ea27592b8.jpg,scab frog_eye_leaf_spot
858b20fbb3333b32.jpg,scab
858b970f870fee24.jpg,scab
858d396779517874.jpg,powdery_mildew
858dbe8a5a98a5f1.jpg,scab
858efee1ed00e05e.jpg,rust
85918f9ed25d58c5.jpg,scab
85922d3ebe65d8a1.jpg,rust
85929aad6d5591d9.jpg,healthy
8592d26bae65643e.jpg,scab frog_eye_leaf_spot
85947d1e914af03f.jpg,rust
8595b4054beb6a6d.jpg,healthy
8595cfa18ae38b71.jpg,frog_eye_leaf_spot
859a97c60ce15af3.jpg,scab
859d3ac6e0bc4fa1.jpg,healthy
859ec6cdce6c122b.jpg,complex
859f836116f7b311.jpg,scab
85a335c53f94c6a3.jpg,healthy
85a493fedb0ac958.jpg,frog_eye_leaf_spot
85a5a0257f17fd12.jpg,healthy
85a5c4dd5ed2b868.jpg,frog_eye_leaf_spot
85a5cab4e87a42d7.jpg,scab
85a787a7de8618d8.jpg,scab
85ad3a9551d768ca.jpg,frog_eye_leaf_spot
85ae6cc33675c60e.jpg,powdery_mildew
85af3898caf1ea85.jpg,scab
85b117d7b681665c.jpg,frog_eye_leaf_spot
85b12ed31e7d6852.jpg,powdery_mildew
85b505b2aa976ada.jpg,scab
85b52f9298d3f819.jpg,scab
85b53e9c21a1f82f.jpg,powdery_mildew
85b575cdcb636848.jpg,frog_eye_leaf_spot
85b5d996605d1e0f.jpg,scab
85b6faeafd01441a.jpg,frog_eye_leaf_spot
85b79e87c28232de.jpg,scab
85b8ce6594955ad9.jpg,healthy
85b90c94badad92d.jpg,healthy
85b9a99a4bcc6dc8.jpg,scab
85bf2add3c500b3a.jpg,frog_eye_leaf_spot
85bf39e025c7c41e.jpg,rust
85c06fa14595979f.jpg,healthy
85c1b6cba4385eb9.jpg,healthy
85c232ef5da06ab9.jpg,powdery_mildew
85c490c309eddf7a.jpg,scab
85c8c8ae6dda33ac.jpg,scab frog_eye_leaf_spot
85ca96c786858dde.jpg,healthy
85cabe9456f1ea11.jpg,scab
85cb3b21f8adc156.jpg,powdery_mildew complex
85cd583c276236b7.jpg,healthy
85cfcf2c583026e7.jpg,healthy
85d027d8ed068e3f.jpg,frog_eye_leaf_spot
85d07e407be85abc.jpg,scab
85d11ed919854f5e.jpg,scab
85d25ba389705e37.jpg,scab
85d42cce0e8ddc6d.jpg,complex
85d4d29ab7e1a346.jpg,scab
85dab161cf9895a5.jpg,complex
85dd857129e5c6a6.jpg,healthy
85dfc22c76240f73.jpg,rust
85e0349d96913cfb.jpg,scab
85e0c988c4e787fe.jpg,healthy
85e0cb69d2e6486f.jpg,healthy
85e16fe5685a5670.jpg,rust
85e269f2ca36761c.jpg,powdery_mildew
85e36e1b30afca61.jpg,rust
85e387d76d987422.jpg,scab
85e65a929bd36338.jpg,powdery_mildew
85e7c7ef8a0095b2.jpg,healthy
85e834be8e733239.jpg,scab
85e8b582b1dacaf1.jpg,frog_eye_leaf_spot
85e8ffe5fea50004.jpg,scab
85e9aa974552ec53.jpg,scab frog_eye_leaf_spot
85eaeb15a8a55257.jpg,complex
85eb891c8a36c8ef.jpg,scab
85ec05cd9fc042f7.jpg,scab
85ec3f0705065df9.jpg,powdery_mildew
85ec5d142dd3e58a.jpg,frog_eye_leaf_spot
85ec8f809f818cdf.jpg,scab
85f03e6f8186ac9e.jpg,healthy
85f4ed2423692f95.jpg,healthy
85f5309ec2078fb5.jpg,scab
85f562b5613a317c.jpg,powdery_mildew complex
85f59fcc60bcc701.jpg,healthy
85f8d6d2f88b710c.jpg,scab
85fc945c9e68552b.jpg,frog_eye_leaf_spot
86083e5b8ebafaa2.jpg,frog_eye_leaf_spot
860a8fbf3c6c00fd.jpg,rust
860eeec66f368ac4.jpg,complex
8625cac187c3dfd2.jpg,scab frog_eye_leaf_spot complex
8626168d7d3133d7.jpg,frog_eye_leaf_spot
863ab5b4ca263e65.jpg,rust
8646661781979f9b.jpg,frog_eye_leaf_spot
864e65893673aba5.jpg,healthy
864e8b184df57627.jpg,frog_eye_leaf_spot
8667becc193d118d.jpg,frog_eye_leaf_spot
866a446bad25b6d6.jpg,frog_eye_leaf_spot
86719431e3db5635.jpg,healthy
86831d184ecfe575.jpg,frog_eye_leaf_spot
8687c6bca99a35d1.jpg,frog_eye_leaf_spot
868e664dd46569b9.jpg,powdery_mildew
8694620b1eef1f74.jpg,healthy
86977a4aa7a4d25a.jpg,rust
8697c6c11f651c3e.jpg,rust
869c8acd737cc133.jpg,healthy
869f47dacd723144.jpg,powdery_mildew
86a03f92fa1b585e.jpg,scab
86a468f86b8163f7.jpg,frog_eye_leaf_spot
86a787878ebf6a04.jpg,healthy
86aeb8784b794d58.jpg,powdery_mildew
86b0cacde5c57332.jpg,healthy
86b186392c03fdcf.jpg,rust
86b3343b83d1b86e.jpg,powdery_mildew
86b51ecfc08cde83.jpg,frog_eye_leaf_spot
86b53b2e6564ac69.jpg,scab
86b65aaaa464b7b4.jpg,scab
86b7348be17e6d01.jpg,frog_eye_leaf_spot
86b8c711e2de6dc4.jpg,scab
86ba2995cd745965.jpg,rust
86ba6eb8f45c803d.jpg,scab
86c26ddf47b35828.jpg,powdery_mildew
86c5c0c1e5cd9bd9.jpg,frog_eye_leaf_spot
86c8358db7d560ad.jpg,healthy
86dc97b0c163e2d3.jpg,complex
86e1b785c79b1f04.jpg,scab
86e38706a2bc5eae.jpg,frog_eye_leaf_spot
86ea27634759d855.jpg,scab
86eec849f0b46976.jpg,rust
86eedf103f391a0a.jpg,healthy
86f8cc063b3f8e31.jpg,complex
86f977df90306ac0.jpg,rust
86fc580d66c66bd4.jpg,scab
8707b1d867e3788c.jpg,powdery_mildew
870963e53fb5e023.jpg,healthy
870e9e9cbc28f859.jpg,scab
8722c2d61db5eea8.jpg,healthy
872b3fb834817a55.jpg,powdery_mildew
872e72c8ec6ecb60.jpg,frog_eye_leaf_spot
872f7f9440d70716.jpg,frog_eye_leaf_spot
873407b3fe462935.jpg,rust
873c7d17788e3053.jpg,scab
8740c92af12b55df.jpg,healthy
874a7954c7696aa5.jpg,healthy
875c92dbc8a17de0.jpg,scab
876b8b130b19578f.jpg,scab
876c42376362bd69.jpg,powdery_mildew
8778efd080d52bca.jpg,healthy
877ac27d0bc42fc8.jpg,scab
877b607ae9480e6e.jpg,scab frog_eye_leaf_spot complex
8780b695d39cdf81.jpg,complex
8780b7319e719c75.jpg,scab
8780f1e18d3c1e3f.jpg,healthy
8781c9b9e9a269f1.jpg,frog_eye_leaf_spot
8781dcd12a57aec5.jpg,powdery_mildew
87831fd7b52e0274.jpg,rust
8783d06a2f3c8d76.jpg,healthy
87851bc59ace671a.jpg,rust frog_eye_leaf_spot
8786b9c211deaae6.jpg,frog_eye_leaf_spot
878c5e9c3923c376.jpg,rust
878f6e2135b63417.jpg,frog_eye_leaf_spot
8791c68b1e4f2f16.jpg,scab
87925034ff8b833e.jpg,scab
8797679517649d22.jpg,scab
879869f1e105eb47.jpg,frog_eye_leaf_spot
87997941ead51e54.jpg,scab frog_eye_leaf_spot
879a39ee6e294f10.jpg,frog_eye_leaf_spot
879f394b2da49643.jpg,rust
879fc2e00f8274db.jpg,rust
87a16bc3c1c5de62.jpg,scab
87a5e0dc30674b79.jpg,complex
87ac7a4276d11697.jpg,scab frog_eye_leaf_spot
87acd6d232ab4475.jpg,rust
87b091f8dccec0ce.jpg,scab
87b418dbe973449c.jpg,powdery_mildew
87b516b8b82169d7.jpg,powdery_mildew
87b58bdb956a8164.jpg,scab
87b5b0d24a433fc3.jpg,scab
87b7627ec0ccc3c2.jpg,healthy
87b7c3f0c70541cd.jpg,scab
87badaa43cc8ec92.jpg,powdery_mildew
87c361d0d9ac96f2.jpg,complex
87c816312c876ff5.jpg,rust
87c9b022c5dcbdaa.jpg,scab
87ccf92cac2565f0.jpg,frog_eye_leaf_spot
87d48901edcfc3c3.jpg,complex
87da845fd4e0b4b4.jpg,scab frog_eye_leaf_spot
87e3d0c12a7ba995.jpg,rust
87e53a22ef6151b8.jpg,complex
87e5be5080617f6a.jpg,healthy
87e8cb11791fd078.jpg,rust
87eb994599da9047.jpg,healthy
87f1978b4a370725.jpg,scab
87f2de8415cd6386.jpg,powdery_mildew
87f41ada746b2b05.jpg,scab frog_eye_leaf_spot
87fa1396174e3364.jpg,scab
87fa3f21f4659034.jpg,complex
